2026-04-19 00:07:35 | INFO     | GATv2:126 | PPO调度环境初始化完成 (动作空间=2: 批准/拒绝)
2026-04-19 00:07:48 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:48 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:48 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:48 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:48 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:48 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:48 | INFO     | GATv2:126 | Episode 5/10, Avg Reward: 109.70, Accuracy: 100.0%, Avg Loss: 812.2188, Steps/ep: ~17
2026-04-19 00:07:48 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:48 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:48 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:48 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:48 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:49 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:49 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:49 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:49 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:49 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:49 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:49 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:49 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:49 | INFO     | GATv2:126 | Episode 10/10, Avg Reward: 83.70, Accuracy: 100.0%, Avg Loss: 695.9906, Steps/ep: ~4
2026-04-19 00:07:49 | INFO     | GATv2:126 | PPO模型已保存到: D:\file\4\labreserve\algorithm\models\ppo_model.pth
2026-04-19 00:07:49 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=推理)
2026-04-19 00:07:49 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:49 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=0, 模式=推理
2026-04-19 00:07:49 | INFO     | GATv2:126 | 后台训练任务完成
2026-04-19 00:07:53 | INFO     | GATv2:126 | 开始后台训练任务...
2026-04-19 00:07:53 | INFO     | GATv2:126 | 调度器已初始化，在现有模型基础上继续训练（增量模式）
2026-04-19 00:07:53 | INFO     | GATv2:126 | 📈 [训练模式] 增量训练 — 在已有模型基础上继续优化
2026-04-19 00:07:53 | INFO     | GATv2:126 | 开始PPO模型训练: 10 轮, max_steps=100
2026-04-19 00:07:53 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:53 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:53 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:53 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:53 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:53 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:53 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:53 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:53 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:53 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:54 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:54 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:54 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:54 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:54 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:54 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:54 | INFO     | GATv2:126 | Episode 5/10, Avg Reward: 107.10, Accuracy: 100.0%, Avg Loss: 885.1478, Steps/ep: ~2
2026-04-19 00:07:54 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:54 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:54 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:54 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:54 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:54 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:55 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:55 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:55 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:55 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:55 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:55 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:55 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:55 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:55 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:55 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:55 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:55 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:55 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:55 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:55 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:55 | INFO     | GATv2:126 | Episode 10/10, Avg Reward: 108.80, Accuracy: 100.0%, Avg Loss: 912.1302, Steps/ep: ~21
2026-04-19 00:07:55 | INFO     | GATv2:126 | PPO模型已保存到: D:\file\4\labreserve\algorithm\models\ppo_model.pth
2026-04-19 00:07:55 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=推理)
2026-04-19 00:07:55 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:55 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=0, 模式=推理
2026-04-19 00:07:55 | INFO     | GATv2:126 | 后台训练任务完成
2026-04-19 00:07:58 | INFO     | GATv2:126 | 开始后台训练任务...
2026-04-19 00:07:58 | INFO     | GATv2:126 | 调度器已初始化，在现有模型基础上继续训练（增量模式）
2026-04-19 00:07:58 | INFO     | GATv2:126 | 📈 [训练模式] 增量训练 — 在已有模型基础上继续优化
2026-04-19 00:07:58 | INFO     | GATv2:126 | 开始PPO模型训练: 10 轮, max_steps=100
2026-04-19 00:07:58 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:58 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:58 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:58 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:58 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:58 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:58 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:58 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:58 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:58 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:58 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:58 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:58 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:58 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:58 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:59 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:59 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:59 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:59 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:59 | INFO     | GATv2:126 | Episode 5/10, Avg Reward: 119.60, Accuracy: 100.0%, Avg Loss: 1004.6086, Steps/ep: ~6
2026-04-19 00:07:59 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:59 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:59 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:59 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:07:59 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:07:59 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:07:59 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:07:59 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:08:00 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:08:00 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:08:00 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:08:00 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:08:00 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:08:00 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:08:00 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:08:00 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:08:00 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:08:00 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:08:00 | INFO     | GATv2:126 | Episode 10/10, Avg Reward: 98.50, Accuracy: 100.0%, Avg Loss: 695.4407, Steps/ep: ~8
2026-04-19 00:08:00 | INFO     | GATv2:126 | PPO模型已保存到: D:\file\4\labreserve\algorithm\models\ppo_model.pth
2026-04-19 00:08:00 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=推理)
2026-04-19 00:08:00 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:08:00 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=0, 模式=推理
2026-04-19 00:08:00 | INFO     | GATv2:126 | 后台训练任务完成
2026-04-19 00:08:07 | INFO     | GATv2:126 | 开始后台训练任务...
2026-04-19 00:08:07 | INFO     | GATv2:126 | 开始重新训练GATv2模型... (in_channels=8, hidden_channels=16, out_channels=4, lr=0.01, epochs=100)
2026-04-19 00:08:07 | INFO     | GATv2:126 | 开始从数据库加载图数据...
2026-04-19 00:08:07 | INFO     | GATv2:126 | 加载用户数据...
2026-04-19 00:08:07 | INFO     | GATv2:126 | 加载设备数据...
2026-04-19 00:08:07 | INFO     | GATv2:126 | 加载预约关系边数据...
2026-04-19 00:08:07 | INFO     | GATv2:126 | 图数据加载完成: 用户数=2, 设备数=6, 边数=6
2026-04-19 00:08:07 | INFO     | GATv2:126 | 📈 [GATv2 训练模式] 增量训练 — 加载已有模型 D:\file\4\labreserve\algorithm\models\gatv2_model.pth 继续优化
2026-04-19 00:08:07 | INFO     | GATv2:126 | GATv2模型初始化完成: in=8, hidden=16, out=4, heads=1
2026-04-19 00:08:07 | INFO     | GATv2:126 | 训练器初始化完成，使用设备: cpu, lr: 0.01
2026-04-19 00:08:07 | INFO     | GATv2:126 | 模型已从 D:\file\4\labreserve\algorithm\models\gatv2_model.pth 加载
2026-04-19 00:08:07 | INFO     | GATv2:126 | 学习率已更新为: 0.01
2026-04-19 00:08:07 | INFO     | GATv2:126 | 开始训练GATv2模型，总轮数: 100
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 10/100, Loss: 0.010355, Acc: 0.9923 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 20/100, Loss: 0.002039, Acc: 0.9980 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 30/100, Loss: 0.002871, Acc: 0.9978 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 40/100, Loss: 0.002020, Acc: 0.9981 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 50/100, Loss: 0.001891, Acc: 0.9982 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 60/100, Loss: 0.001880, Acc: 0.9982 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 70/100, Loss: 0.001857, Acc: 0.9982 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:07 | INFO     | GATv2:126 | Epoch 80/100, Loss: 0.001848, Acc: 0.9982 (Best: 0.001845 @ Epoch 0)
2026-04-19 00:08:08 | INFO     | GATv2:126 | Epoch 90/100, Loss: 0.001844, Acc: 0.9982 (Best: 0.001844 @ Epoch 89)
2026-04-19 00:08:08 | INFO     | GATv2:126 | Epoch 100/100, Loss: 0.001842, Acc: 0.9982 (Best: 0.001842 @ Epoch 98)
2026-04-19 00:08:08 | INFO     | GATv2:126 | 训练完成！最佳损失: 0.001842, 最终准确率: 0.9982 @ Epoch 98
2026-04-19 00:08:08 | INFO     | GATv2:126 | 模型已保存到: D:\file\4\labreserve\algorithm\models\gatv2_model.pth
2026-04-19 00:08:08 | INFO     | GATv2:126 | 提取节点嵌入向量...
2026-04-19 00:08:08 | INFO     | GATv2:126 | ✅ GATv2 增量训练完成，模型已更新保存
2026-04-19 00:08:08 | INFO     | GATv2:126 | 模型重新训练完成
2026-04-19 00:08:08 | INFO     | GATv2:126 | 后台训练任务完成
2026-04-19 00:08:19 | INFO     | GATv2:126 | 开始后台训练任务...
2026-04-19 00:08:19 | INFO     | GATv2:126 | 开始重新训练GATv2模型... (in_channels=8, hidden_channels=16, out_channels=4, lr=0.01, epochs=500)
2026-04-19 00:08:19 | INFO     | GATv2:126 | 开始从数据库加载图数据...
2026-04-19 00:08:19 | INFO     | GATv2:126 | 加载用户数据...
2026-04-19 00:08:19 | INFO     | GATv2:126 | 加载设备数据...
2026-04-19 00:08:19 | INFO     | GATv2:126 | 加载预约关系边数据...
2026-04-19 00:08:19 | INFO     | GATv2:126 | 图数据加载完成: 用户数=2, 设备数=6, 边数=6
2026-04-19 00:08:19 | INFO     | GATv2:126 | 📈 [GATv2 训练模式] 增量训练 — 加载已有模型 D:\file\4\labreserve\algorithm\models\gatv2_model.pth 继续优化
2026-04-19 00:08:19 | INFO     | GATv2:126 | GATv2模型初始化完成: in=8, hidden=16, out=4, heads=1
2026-04-19 00:08:19 | INFO     | GATv2:126 | 训练器初始化完成，使用设备: cpu, lr: 0.01
2026-04-19 00:08:19 | INFO     | GATv2:126 | 模型已从 D:\file\4\labreserve\algorithm\models\gatv2_model.pth 加载
2026-04-19 00:08:19 | INFO     | GATv2:126 | 学习率已更新为: 0.01
2026-04-19 00:08:19 | INFO     | GATv2:126 | 开始训练GATv2模型，总轮数: 500
2026-04-19 00:08:19 | INFO     | GATv2:126 | Epoch 10/500, Loss: 0.002980, Acc: 0.9975 (Best: 0.001842 @ Epoch 0)
2026-04-19 00:08:19 | INFO     | GATv2:126 | Epoch 20/500, Loss: 0.002336, Acc: 0.9979 (Best: 0.001842 @ Epoch 0)
2026-04-19 00:08:20 | INFO     | GATv2:126 | Epoch 30/500, Loss: 0.002088, Acc: 0.9980 (Best: 0.001842 @ Epoch 0)
2026-04-19 00:08:20 | INFO     | GATv2:126 | Epoch 40/500, Loss: 0.001917, Acc: 0.9981 (Best: 0.001842 @ Epoch 0)
2026-04-19 00:08:20 | INFO     | GATv2:126 | Epoch 50/500, Loss: 0.001865, Acc: 0.9982 (Best: 0.001842 @ Epoch 0)
2026-04-19 00:08:20 | INFO     | GATv2:126 | Epoch 60/500, Loss: 0.001853, Acc: 0.9982 (Best: 0.001842 @ Epoch 0)
2026-04-19 00:08:20 | INFO     | GATv2:126 | Epoch 70/500, Loss: 0.001843, Acc: 0.9982 (Best: 0.001842 @ Epoch 0)
2026-04-19 00:08:20 | INFO     | GATv2:126 | Epoch 80/500, Loss: 0.001838, Acc: 0.9982 (Best: 0.001838 @ Epoch 80)
2026-04-19 00:08:20 | INFO     | GATv2:126 | Epoch 90/500, Loss: 0.001833, Acc: 0.9982 (Best: 0.001833 @ Epoch 90)
